Epoch,Global_Step,Loss,LR,Fourier_Gate_Avg
21,326,1.454898476600647,2.897777777777778e-05,0.0036349437220699406
22,331,1.3554375171661377,2.9422222222222222e-05,0.00369439558761025
22,341,1.4702062606811523,3.031111111111111e-05,0.0038851855894212017
23,346,1.4654486179351807,3.075555555555556e-05,0.004002328253012489
23,356,1.3997375965118408,3.164444444444444e-05,0.004309333744458854
24,361,1.379638910293579,3.208888888888889e-05,0.004417083691805601
24,371,1.423139214515686,3.297777777777778e-05,0.004818561010655354
25,376,1.3750829696655273,3.3422222222222224e-05,0.004985014897432517
25,386,1.407899260520935,3.431111111111111e-05,0.005421089971522716
26,391,1.424845576286316,3.475555555555556e-05,0.005638453559103337
26,401,1.3565021753311157,3.564444444444445e-05,0.0062027903781695795
27,406,1.543367862701416,3.608888888888889e-05,0.006453862604261799
27,416,1.392306923866272,3.697777777777778e-05,0.006944499253718691
28,421,1.3265835046768188,3.742222222222223e-05,0.007163372017781843
28,431,1.3874642848968506,3.8311111111111115e-05,0.00772543302313848
29,436,1.3200198411941528,3.8755555555555556e-05,0.007987436034124006
29,446,1.3177756071090698,3.9644444444444445e-05,0.008614266333593563
30,451,1.290061354637146,4.008888888888889e-05,0.008947699902240525
30,461,1.2727596759796143,4.097777777777778e-05,0.009664852658964017
31,466,1.2577173709869385,4.142222222222222e-05,0.010016769255426798
31,476,1.2482537031173706,4.231111111111111e-05,0.010748743608763272
32,481,1.3517383337020874,4.275555555555556e-05,0.011155107037418267
32,491,1.2814066410064697,4.364444444444445e-05,0.011587981938977133
33,496,1.2376457452774048,4.408888888888889e-05,0.011856230949475006
33,506,1.2461090087890625,4.497777777777778e-05,0.012507878413254564
34,511,1.1918712854385376,4.5422222222222225e-05,0.01280731987208128
34,521,1.2547794580459595,4.6311111111111113e-05,0.013345215723595837
35,526,1.2201826572418213,4.675555555555556e-05,0.013627029743722895
35,536,1.2308735847473145,4.764444444444445e-05,0.013992500152777542
36,541,1.1591246128082275,4.808888888888889e-05,0.014267112636430697
36,551,1.1946916580200195,4.897777777777778e-05,0.014771522784774954
37,556,1.1949379444122314,4.942222222222223e-05,0.015045939944684505
37,566,1.1933465003967285,5.031111111111111e-05,0.015674926425245674
38,571,1.2309081554412842,5.075555555555556e-05,0.01597598618404432
38,581,1.1032158136367798,5.164444444444445e-05,0.01662543305957859
39,586,1.1409157514572144,5.2088888888888886e-05,0.016959628005596725
39,596,1.1279953718185425,5.297777777777778e-05,0.017597169318998403
40,601,1.13077974319458,5.342222222222223e-05,0.01778406323865056
40,611,1.0453842878341675,5.431111111111111e-05,0.018354326698251745
41,616,1.2117211818695068,5.475555555555556e-05,0.018646106970581142
41,626,1.114959955215454,5.564444444444444e-05,0.01918327740647576
42,631,1.0724271535873413,5.608888888888889e-05,0.019444396042011
42,641,1.070047378540039,5.6977777777777784e-05,0.02004277634180405
43,646,1.0680983066558838,5.7422222222222225e-05,0.020359414502639662
43,656,1.0622011423110962,5.8311111111111114e-05,0.020911046642471443
44,661,1.0485937595367432,5.875555555555556e-05,0.021178015211427755
44,671,1.0452152490615845,5.964444444444445e-05,0.02160608721897006
45,676,1.0703037977218628,6.00888888888889e-05,0.021887094248086214
45,686,0.9780498147010803,6.097777777777778e-05,0.022440127859061413
46,691,1.07624351978302,6.142222222222223e-05,0.022612298373132944
46,701,0.9414705038070679,6.231111111111111e-05,0.023050989828665148
47,706,1.0000154972076416,6.275555555555556e-05,0.023368915119631725
47,716,1.030721664428711,6.364444444444445e-05,0.023847105489535766
48,721,0.90280681848526,6.408888888888889e-05,0.02416714441708543
48,731,0.9680726528167725,6.497777777777778e-05,0.02469940889965404
49,736,0.9848644733428955,6.542222222222223e-05,0.025029926899481903
49,746,0.9655384421348572,6.631111111111111e-05,0.025563228367404503
50,751,0.91380774974823,6.675555555555556e-05,0.025834350000050934
50,761,0.9021816253662109,6.764444444444444e-05,0.026495778425173325
51,766,1.0155229568481445,6.808888888888889e-05,0.026816949671642346
51,776,0.9555945992469788,6.897777777777778e-05,0.02739603207869963
52,781,0.8940883278846741,6.942222222222222e-05,0.02769432267682119
52,791,0.8894791007041931,7.031111111111111e-05,0.02811002815988931
53,796,1.0120371580123901,7.075555555555556e-05,0.028219063004309482
53,806,0.8943712711334229,7.164444444444444e-05,0.028653487309136173
54,811,0.8336029052734375,7.208888888888889e-05,0.028800012882460247
54,821,0.9224722385406494,7.297777777777777e-05,0.02922773462804881
55,826,0.8530725240707397,7.342222222222222e-05,0.029494946483861317
55,836,0.881072998046875,7.43111111111111e-05,0.029958034865558147
56,841,0.9973908066749573,7.475555555555555e-05,0.030197654004124077
56,851,0.8817914128303528,7.564444444444445e-05,0.03072309790348465
57,856,0.890196681022644,7.60888888888889e-05,0.03094767973842946
57,866,0.8381304740905762,7.697777777777778e-05,0.031174820170483807
58,871,0.8100389838218689,7.742222222222222e-05,0.03136863305487416
58,881,0.83327716588974,7.831111111111112e-05,0.031742840158668434
59,886,0.8765142560005188,7.875555555555557e-05,0.031961531124331734
59,896,0.7698642015457153,7.964444444444445e-05,0.03237312100827694
60,901,0.8876240253448486,8.00888888888889e-05,0.03261575094339522
60,911,0.8597345948219299,8.097777777777779e-05,0.03292928060347384
61,916,0.9029796719551086,8.142222222222223e-05,0.03311462073840878
61,926,0.9529517292976379,8.231111111111112e-05,0.0333118276162581
62,931,0.7746161222457886,8.275555555555557e-05,0.03352028597146273
62,941,0.8072348833084106,8.364444444444445e-05,0.03396914984014901
63,946,0.6974060535430908,8.40888888888889e-05,0.03414524905383587
63,956,0.7590786814689636,8.497777777777778e-05,0.03448573466051708
64,961,0.8632935881614685,8.542222222222223e-05,0.034630415283820846
64,971,0.8979066014289856,8.631111111111112e-05,0.034922783517024734
65,976,0.695739209651947,8.675555555555556e-05,0.03508586461909793
65,986,0.8638072609901428,8.764444444444445e-05,0.03545003401284868
66,991,0.7896114587783813,8.80888888888889e-05,0.035647931339388546
66,1001,0.6648716330528259,8.897777777777778e-05,0.03591980649666353
67,1006,0.723764955997467,8.942222222222223e-05,0.036079322919249535
67,1016,0.7424713969230652,9.031111111111111e-05,0.03651487852700732
68,1021,0.8441858291625977,9.075555555555556e-05,0.03683247967538508
68,1031,0.7577669620513916,9.164444444444444e-05,0.03711604843424125
69,1036,0.8134357929229736,9.208888888888889e-05,0.037268792279064655
69,1046,0.7404139637947083,9.297777777777779e-05,0.03762873219834133
70,1051,0.7710287570953369,9.342222222222222e-05,0.0376566406339407
70,1061,0.8391637206077576,9.431111111111111e-05,0.03787630618634549
71,1066,0.7875834703445435,9.475555555555556e-05,0.03801207862455736
71,1076,0.7942898869514465,9.564444444444444e-05,0.03822647864845666
72,1081,0.8097197413444519,9.608888888888889e-05,0.038424568843435154
72,1091,0.7048063278198242,9.697777777777777e-05,0.038716730746355926
73,1096,0.8254685997962952,9.742222222222222e-05,0.038876351646401665
73,1106,0.7216459512710571,9.831111111111112e-05,0.039168804037300026
74,1111,0.7978634238243103,9.875555555555555e-05,0.03938457750799981
74,1121,0.6474258899688721,9.964444444444445e-05,0.039825578812848435
75,1126,0.7783316373825073,9.999999945995804e-05,0.039983116344294765
75,1136,0.6651924252510071,9.999993465493671e-05,0.04032328885725953
76,1141,0.6803893446922302,9.999986174932117e-05,0.04041425697505474
76,1151,0.8831340670585632,9.999963493207723e-05,0.04069898650050163
77,1156,0.6099435687065125,9.99994810205713e-05,0.04089502710849047
77,1166,0.7630388736724854,9.999909219220717e-05,0.041252313097092236
78,1171,0.7544604539871216,9.999885727555893e-05,0.041481531648473305
78,1181,0.8246773481369019,9.999830643796445e-05,0.041680829260836945
79,1186,0.7640628218650818,9.999799051731568e-05,0.04177944285964424
79,1196,0.627373993396759,9.999727767316813e-05,0.04207130115140568
80,1201,0.6894130706787109,9.999688075005433e-05,0.04214011048051444
80,1211,0.7141909003257751,9.999600590281842e-05,0.042401393452151256
81,1216,0.8192223310470581,9.999552797916876e-05,0.04256621121682904
81,1226,0.8257317543029785,9.999449113309656e-05,0.04277232729575851
82,1231,0.6079548001289368,9.999393221123394e-05,0.04291819425469095
82,1241,0.7293111681938171,9.99927333713649e-05,0.04316278326917778
83,1246,0.8199661374092102,9.999209345400591e-05,0.043249354528432545
83,1256,0.7002848982810974,9.999073262616687e-05,0.043491077101366085
84,1261,0.6914082169532776,9.999001171642173e-05,0.04354926164854656
84,1271,0.7742933630943298,9.99884889072268e-05,0.04379243166609244
85,1276,0.6790938973426819,9.99876870085994e-05,0.04391051845794374
85,1286,0.7568539977073669,9.998600222545001e-05,0.04417641460895538
86,1291,0.7602018713951111,9.99851193418379e-05,0.04430585092102939
86,1301,0.6251316666603088,9.998327259292273e-05,0.0445804511281577
87,1306,0.7057746052742004,9.998230872861702e-05,0.044723238203335895
87,1316,0.7313351631164551,9.998030002291199e-05,0.04487901959906925
88,1321,0.8156042098999023,9.997925518259744e-05,0.04503136551515623
88,1331,0.6297346949577332,9.997708452986558e-05,0.04531479728492824
89,1336,0.7459059953689575,9.997595871862053e-05,0.04535042384470051
89,1346,0.754214346408844,9.997362612941203e-05,0.04566494934260845
90,1351,0.6793846487998962,9.997241935270832e-05,0.04565962133082477
90,1361,0.6670210957527161,9.996992483836047e-05,0.045872925272719425
91,1366,0.7680524587631226,9.996863710206348e-05,0.04598898237401789
91,1376,0.6878703236579895,9.996598067470053e-05,0.046147755262526596
92,1381,0.6862025260925293,9.996461198506914e-05,0.046296025372364304
92,1391,0.8070864081382751,9.996179365760234e-05,0.046682873740792274
93,1396,0.8568233251571655,9.996034402128893e-05,0.04677175146273591
93,1406,0.7928417325019836,9.995736380741641e-05,0.04704820407046513
94,1411,0.591151773929596,9.995583323146672e-05,0.047166903503239155
94,1421,0.6476758718490601,9.995269114567343e-05,0.04740394389426166
95,1426,0.6256778836250305,9.995107963752665e-05,0.04748501637103883
95,1436,0.7633751034736633,9.994777569508431e-05,0.047707115384665405
96,1441,0.6795288920402527,9.994608326257299e-05,0.04783836523578926
96,1451,0.7680514454841614,9.994261747953999e-05,0.04791968231174079
97,1456,0.6753095984458923,9.994084413088998e-05,0.04804544396359812
97,1466,0.6165482997894287,9.993721652411133e-05,0.04822898300533945
98,1471,0.7805019617080688,9.993536226794176e-05,0.0482958649200472
98,1481,0.6562482118606567,9.993157285504902e-05,0.04847412954338572
99,1486,0.6688284277915955,9.992963770037227e-05,0.04859921835701574
99,1496,0.6780554056167603,9.992568649978337e-05,0.04885193146765232
100,1501,0.6285490989685059,9.992367045600503e-05,0.04899273787371137
100,1511,0.8632528781890869,9.991955748692432e-05,0.0492956746708263
101,1516,0.7937543988227844,9.991746056384313e-05,0.049371849999509075
101,1526,0.6034711003303528,9.991318584626117e-05,0.04967118063094941
102,1531,0.5181714296340942,9.991100805406893e-05,0.04980328611352227
102,1541,0.7960981726646423,9.990657160876247e-05,0.05007321726192127
103,1546,0.739503026008606,9.99043129580441e-05,0.05018518314781514
103,1556,0.742263913154602,9.98997148065759e-05,0.05039835797453469
104,1561,0.7434715032577515,9.989737530830927e-05,0.05050324657085267
104,1571,0.7078619003295898,9.98926154730281e-05,0.05064673552458936
105,1576,0.7750407457351685,9.989019513858408e-05,0.05064984470267187
105,1586,0.5955596566200256,9.988527364262452e-05,0.05098394626243548
106,1591,0.7175313234329224,9.98827724837668e-05,0.05113358533179218
106,1601,0.7395719289779663,9.987768935104918e-05,0.051370485008440235
107,1606,0.5736187696456909,9.987510737993436e-05,0.051389998333020645
107,1616,0.7220348715782166,9.98698626351646e-05,0.05158493998037143
108,1621,0.7590600252151489,9.986719986434203e-05,0.051661933179606094
108,1631,0.6853262782096863,9.986179353301156e-05,0.05172983853315765
109,1636,0.6351699233055115,9.98590499754233e-05,0.05183762904595245
109,1646,0.7053360939025879,9.985348208380893e-05,0.05218381460078738
110,1651,0.7508473992347717,9.985065775278971e-05,0.05228300799023022
110,1661,0.6786333918571472,9.984492832795348e-05,0.05250142252242023
111,1666,0.636240541934967,9.984202323723059e-05,0.0526439587331631
111,1676,0.5930355191230774,9.983613230701967e-05,0.05281182446263053
112,1681,0.8513549566268921,9.983314647071296e-05,0.052921584553339264
112,1691,0.7789266705513,9.982709406375946e-05,0.053115273571827194
113,1696,0.899531900882721,9.982402749638123e-05,0.05314236083491282
113,1706,0.7087258100509644,9.981781364210212e-05,0.05326613089577718
114,1711,0.6543468236923218,9.981466635855701e-05,0.053373264487494125
114,1721,0.679505467414856,9.980829108715398e-05,0.05363729511472312
115,1726,0.585726261138916,9.980506310273899e-05,0.053862083703279495
115,1736,0.7610905170440674,9.979852644519823e-05,0.054248922589150345
116,1741,0.7056361436843872,9.979521777560257e-05,0.05432834035970948
116,1751,0.7349244952201843,9.978851976369472e-05,0.05454542758789929
117,1756,0.7287296652793884,9.978513042499975e-05,0.05458898114209825
117,1766,0.6007049679756165,9.977827109127967e-05,0.05463463779200207
118,1771,0.5989092588424683,9.977480109995885e-05,0.054795080118558624
118,1781,0.591354489326477,9.976778047776545e-05,0.054872888225046074
119,1786,0.6515148878097534,9.976422985068428e-05,0.05500497550449588
119,1796,0.6935837864875793,9.975704797414042e-05,0.055167694999413056
120,1801,0.8716967701911926,9.975341672855625e-05,0.055167137729850685
120,1811,0.6163865327835083,9.974607363256857e-05,0.05536541630598632
121,1816,0.8143508434295654,9.974236178613062e-05,0.05539277043532242
121,1826,0.6601641178131104,9.973485750638932e-05,0.055611817674203354
122,1831,0.6888116002082825,9.973106507713857e-05,0.05567163669250228
122,1841,0.7565348148345947,9.972339965011725e-05,0.055893263017589394
123,1846,0.6188148856163025,9.971952665648632e-05,0.056074616414579476
123,1856,0.6865192651748657,9.971170011944185e-05,0.05632910386405208
124,1861,0.6770971417427063,9.970774658025496e-05,0.05636731704527682
124,1871,0.7861834764480591,9.969975897122725e-05,0.05652264844287525
125,1876,0.650883674621582,9.969572490570007e-05,0.05664138123393059
125,1886,0.6552414298057556,9.968757626351191e-05,0.05685912411321293
126,1891,0.6453557014465332,9.968346169125151e-05,0.05686307190494104
126,1901,0.7379353046417236,9.967515205550835e-05,0.0570107644254511
127,1906,0.6797524690628052,9.967095699651311e-05,0.057117673991756004
127,1916,0.6115292310714722,9.96624864076029e-05,0.05733309245922349
128,1921,0.8150822520256042,9.965821088226238e-05,0.057452740147709846
128,1931,0.6180526614189148,9.964957938135536e-05,0.057687112892215904
129,1936,0.6389031410217285,9.964522341045023e-05,0.05782904543659904
129,1946,0.6580016613006592,9.963643103949875e-05,0.057971413331952965
130,1951,0.8274522423744202,9.963199464420064e-05,0.057993326844139534
130,1961,0.7535880208015442,9.962304144593893e-05,0.05822322212836959
131,1966,0.7477831840515137,9.96185246478104e-05,0.05835979838262905
131,1976,0.6556394696235657,9.960941066575436e-05,0.05861857956783338
132,1981,0.7347975373268127,9.960481348674875e-05,0.05871617794036865
132,1991,0.7521606087684631,9.959553876519574e-05,0.05887041037732905
133,1996,0.6580370664596558,9.959086122765709e-05,0.05887693657793782
133,2006,0.5292378664016724,9.958142581168575e-05,0.0589549301022833
134,2011,0.7302834391593933,9.957666793834862e-05,0.05899964442307299
134,2021,0.697431743144989,9.956707187381861e-05,0.05918507938357917
135,2026,0.74903804063797,9.956223368780806e-05,0.05922378362579779
135,2036,0.7111397385597229,9.95524770213599e-05,0.05937425199557434
136,2041,0.542914092540741,9.95475585461913e-05,0.0594438256865198
136,2051,0.645909309387207,9.953764132524602e-05,0.05958109619942578
137,2056,0.7031934857368469,9.953264258482504e-05,0.05971419912847606
137,2066,0.6682708859443665,9.952256485758407e-05,0.05986905978484587
138,2071,0.47916528582572937,9.951748587620649e-05,0.059915168549526825
138,2081,0.6625922918319702,9.950724769165136e-05,0.06002714061601595
139,2086,0.7252991795539856,9.95020884940029e-05,0.06008495559746569
139,2096,0.663436233997345,9.949168990189504e-05,0.06035300327295607
140,2101,0.7282585501670837,9.948645051305132e-05,0.0604536963457411
140,2111,0.7264986038208008,9.94758915639318e-05,0.060564356771382416
141,2116,0.6809586882591248,9.947057200935828e-05,0.060668757862665436
141,2126,0.6304717063903809,9.945985275454754e-05,0.06073924018578096
142,2131,0.691584587097168,9.945445306009922e-05,0.060793853788213295
142,2141,0.7111627459526062,9.944357355169689e-05,0.06091811880469322
143,2146,0.701347827911377,9.94380937436183e-05,0.06102539141747085
143,2156,0.6111748814582825,9.942705403450287e-05,0.0611624905670231
144,2161,0.6597086787223816,9.942149413942794e-05,0.06128185530277816
144,2171,0.7191203236579895,9.941029428325656e-05,0.06137179244648327
145,2176,0.6697560548782349,9.940465432820848e-05,0.06149945255707611
145,2186,0.7279199957847595,9.939329437941662e-05,0.061640769581903114
146,2191,0.7647483944892883,9.93875743918077e-05,0.06170916235582395
146,2201,0.6166737675666809,9.937605440560901e-05,0.06184857812794772
147,2206,0.6804459691047668,9.937025441324052e-05,0.06201226061040705
147,2216,0.8125827312469482,9.935857444562645e-05,0.062102228233760055
148,2221,0.6575600504875183,9.935269447668855e-05,0.06205442344600504
148,2231,0.7778922915458679,9.934085458442812e-05,0.062256135723807594
149,2236,0.5954088568687439,9.933489466749965e-05,0.062413979999043724
149,2246,0.7015997767448425,9.932289490813922e-05,0.0625032636929642
150,2251,0.6065034866333008,9.931685507218763e-05,0.0626195657320998
150,2261,0.6938507556915283,9.93046955040505e-05,0.06278188187967647
151,2266,0.7116528749465942,9.929857577843164e-05,0.06283743188462475
151,2276,0.7593917846679688,9.92862564606179e-05,0.06290235268798741
152,2281,0.6268418431282043,9.928005687507595e-05,0.06298572197556496
152,2291,0.6235233545303345,9.926757786746213e-05,0.06314589015462181
153,2296,0.6031912565231323,9.926129845212941e-05,0.06320584125139496
153,2306,0.6664859056472778,9.924865981536812e-05,0.06334444677287882
154,2311,0.8132030367851257,9.924230060076497e-05,0.0633494479751045
154,2321,0.6218886375427246,9.922950239628475e-05,0.06352735226127235
155,2326,0.6678741574287415,9.922306341331931e-05,0.0636402510783889
155,2336,0.7076403498649597,9.921010570332427e-05,0.06379301710562273
156,2341,0.6555488705635071,9.920358698329242e-05,0.06384125216440721
156,2351,0.7477253675460815,9.91904698307619e-05,0.0639995372092182
157,2356,0.6625860929489136,9.918387140534707e-05,0.06406098925931887
157,2366,0.6926590800285339,9.917059487403533e-05,0.06415408121591265
158,2371,0.7141907215118408,9.916391677530834e-05,0.0641834478486668
158,2381,0.6827280521392822,9.915048092974434e-05,0.06427726522088051
159,2386,0.8281553983688354,9.914372319016327e-05,0.06437922861765731
159,2396,0.7103131413459778,9.913012809565025e-05,0.06453340890055353
160,2401,0.5773298740386963,9.912329074806024e-05,0.0645783172751015
160,2411,0.7046854496002197,9.910953647067548e-05,0.06480363231490958
161,2416,0.6972173452377319,9.910261954830861e-05,0.06483331729065288
161,2426,0.7528039216995239,9.908870615490306e-05,0.06493410755964843
162,2431,0.7528412938117981,9.908170969137818e-05,0.06497366844930431
162,2441,0.7245578765869141,9.906763724957615e-05,0.0651046870784326
163,2446,0.769871175289154,9.906056127889871e-05,0.0652348648079417
163,2456,0.6950322389602661,9.904632985709757e-05,0.06530748934231022
164,2461,0.6727523803710938,9.903917441365942e-05,0.06544411402534354
164,2471,0.7832096219062805,9.90247840810292e-05,0.06557504917410287
165,2476,0.7180894017219543,9.901754919960851e-05,0.06568283045833762
165,2486,0.6228860020637512,9.900300002609166e-05,0.06575659933415326
166,2491,0.7563722133636475,9.899568574185266e-05,0.06578269820999015
166,2501,0.6085882186889648,9.898097779816362e-05,0.06589056382125075
167,2506,0.7332952618598938,9.897358414665648e-05,0.06595944342288104
167,2516,0.6169295907020569,9.895871750428137e-05,0.06607369435104457
168,2521,0.8059147000312805,9.895124452144202e-05,0.06614276072518392
168,2531,0.6873190999031067,9.893621925263832e-05,0.06628432666713541
169,2536,0.65431809425354,9.892866697478826e-05,0.0664386222646995
169,2546,0.7700852155685425,9.891348315258442e-05,0.06657771308991042
170,2551,0.6428384780883789,9.890585161643056e-05,0.0666458611799912
170,2561,0.6679984331130981,9.889050931462564e-05,0.06675957702100277
171,2566,0.7438157200813293,9.888279855726012e-05,0.06678591059012846
171,2576,0.6523513793945312,9.88672978504235e-05,0.06685893897983161
172,2581,0.608728289604187,9.885950790932348e-05,0.06698515943505547
172,2591,0.7800794243812561,9.884384887279442e-05,0.06716928512535313
173,2596,0.7098100781440735,9.883597978582193e-05,0.06727201169864698
173,2606,0.5407208204269409,9.882016249570922e-05,0.06741190109063279
174,2611,0.5686776638031006,9.881221430111101e-05,0.06745732016861439
174,2621,0.5245789289474487,9.879623883429261e-05,0.06760325740006837
175,2626,0.5692675709724426,9.878821157069989e-05,0.06764087690548463
175,2636,0.7032075524330139,9.87720780048226e-05,0.06766064211048863
176,2641,0.6093129515647888,9.876397171125084e-05,0.06773587163876403
176,2651,0.632517397403717,9.874768012472983e-05,0.06788425029001453
177,2656,0.6562578678131104,9.873949484057871e-05,0.06791893562132661
177,2666,0.6103242039680481,9.872304531259724e-05,0.06800481710921634
178,2671,0.6144532561302185,9.87147810776503e-05,0.0681023880500685
178,2681,0.6639999747276306,9.869817368815922e-05,0.06821513023566116
179,2686,0.6853868961334229,9.868983054258375e-05,0.0681933808055791
179,2696,0.7931028008460999,9.867306537230121e-05,0.06823863038285212
180,2701,0.6890648007392883,9.866464335664804e-05,0.06826284544711764
180,2711,0.7521178126335144,9.86477204870591e-05,0.06843438270417126
181,2716,0.6972894668579102,9.863921964226237e-05,0.06848015670071948
181,2726,0.7227368950843811,9.862213915561851e-05,0.06860895387151024
182,2731,0.7263319492340088,9.861355952299553e-05,0.06864693506874821
182,2741,0.6582252979278564,9.859632150231434e-05,0.06879610365087335
183,2746,0.7389076352119446,9.858766312356536e-05,0.06898856010626662
183,2756,0.6864367723464966,9.85702676526301e-05,0.06920355067334392
184,2761,0.6786764860153198,9.856153056983808e-05,0.0692934835837646
184,2771,0.636464536190033,9.854397773319726e-05,0.06947794471952048
185,2776,0.8341859579086304,9.853516198882771e-05,0.06957308829508045
185,2786,0.6623077392578125,9.851745187179471e-05,0.06966628625311634
186,2791,0.6844946146011353,9.850855750869546e-05,0.06967738727954301
186,2801,0.7162901759147644,9.849069019734811e-05,0.06984604234722527
187,2806,0.6831781268119812,9.84817172587491e-05,0.06993703561073
187,2816,0.6653396487236023,9.846369283992926e-05,0.06990443711931055
188,2821,0.6176396012306213,9.845464136944235e-05,0.07001840797337619
188,2831,0.6270814538002014,9.843645993075546e-05,0.0701604290780696
189,2836,0.7607120871543884,9.84273299723742e-05,0.07020609199323437
189,2846,0.6653121113777161,9.840899160218887e-05,0.07038688862865622
190,2851,0.6820781826972961,9.839978320028827e-05,0.07047251611948013
190,2861,0.6571240425109863,9.838128798773586e-05,0.07052276503633369
191,2866,0.6762422323226929,9.837200118707224e-05,0.07056716981936585
191,2876,0.6197628974914551,9.835334922204646e-05,0.07070651260966604
192,2881,0.7230092287063599,9.834398406775714e-05,0.07083665664223107
192,2891,0.6047279834747314,9.832517544091352e-05,0.07092812708155675
193,2896,0.628214418888092,9.83157319785167e-05,0.07094889709895308
193,2906,0.6596038937568665,9.829676678127225e-05,0.07096705704250118
194,2911,0.6014103293418884,9.828724505666664e-05,0.0710352598266168
194,2921,0.6799107193946838,9.826812338119936e-05,0.07123551195995374
195,2926,0.6117937564849854,9.825852344066418e-05,0.07126869972456586
195,2936,0.6070303320884705,9.823924537991256e-05,0.07140153307806361
196,2941,0.6175957918167114,9.82295672701071e-05,0.07146151397715915
196,2951,0.691013753414154,9.821013291776979e-05,0.07169387946751984
197,2956,0.6673560738563538,9.82003766857333e-05,0.07177425920963287
197,2966,0.6849814653396606,9.818078613626853e-05,0.0719335622746836
198,2971,0.6263672113418579,9.817095182941997e-05,0.07198034226894379
198,2981,0.6798820495605469,9.81512051780452e-05,0.07214644805274227
199,2986,0.6293402910232544,9.814129284418298e-05,0.07219703681766987
199,2996,0.7426369786262512,9.812139018687432e-05,0.07230416346680034
200,3001,0.6861971616744995,9.811139987417615e-05,0.072316340086135
200,3011,0.7072449922561646,9.809134130766801e-05,0.07241741025989706
201,3016,0.6793569326400757,9.808127306469051e-05,0.07253841988065025
201,3026,0.6624326705932617,9.806105868647505e-05,0.07267603566023437
202,3031,0.7493545413017273,9.80509125621537e-05,0.07276795770634305
202,3041,0.7113087773323059,9.803054247048041e-05,0.07284155318682844
203,3046,0.631485104560852,9.802031851412919e-05,0.07289651628922332
203,3056,0.648734450340271,9.799979280800433e-05,0.07307060774077069
204,3061,0.7248875498771667,9.798949106931547e-05,0.07305972108786757
204,3071,0.6479357481002808,9.796880984850174e-05,0.07311142252927477
205,3076,0.7696604132652283,9.79584303775456e-05,0.07319010387767445
205,3086,0.7481752038002014,9.793759374256146e-05,0.0733545409007506
206,3091,0.8089147806167603,9.792713658978614e-05,0.0734225135635246
